Word	Org	Score	Deviation	Std	PoS
麻薬	麻薬	2.27	49.22	1.26	名詞
避難	避難	2.27	49.22	1.29	名詞
出展	出展	2.27	49.22	1.06	名詞
馴染み	馴染み	2.27	49.22	1.26	名詞
お札	お札	2.27	49.22	1.44	名詞
俺の妹がこんなに可愛いわけがない	俺の妹がこんなに可愛いわけがない	2.27	49.22	1.18	名詞
器用	器用	2.27	49.22	1.06	名詞
ツボ	ツボ	2.27	49.22	1.06	名詞
連鎖	連鎖	2.27	49.22	1.24	名詞
bs	BS	2.27	49.22	1.24	名詞
ブルース	ブルース	2.27	49.22	1.15	名詞
バク	バク	2.27	49.22	1.18	名詞
シャフト	シャフト	2.27	49.22	0.81	名詞
原理	原理	2.27	49.22	1.29	名詞
柏原	柏原	2.27	49.22	1.21	名詞
key	key	2.27	49.22	1.06	名詞
ひとこと	ひとこと	2.27	49.22	1.18	名詞
ラスト	ラスト	2.27	49.22	1.21	名詞
合併	合併	2.27	49.22	1.09	名詞
脂肪	脂肪	2.27	49.22	1.24	名詞
抜粋	抜粋	2.27	49.22	0.85	名詞
camp	camp	2.27	49.22	1.06	名詞
ジョーク	ジョーク	2.27	49.22	1.24	名詞
応援	応援	2.27	49.22	1.06	名詞
スクエア	スクエア	2.27	49.22	1.15	名詞
好評	好評	2.27	49.22	0.96	名詞
インスタント	インスタント	2.27	49.22	0.93	名詞
指示	指示	2.27	49.22	1.09	名詞
丸見え	丸見え	2.27	49.22	1.09	名詞
説教	説教	2.27	49.22	1.29	名詞
セーラー	セーラー	2.27	49.22	1.03	名詞
空き	空き	2.27	49.22	1.12	名詞
体調	体調	2.27	49.22	1.39	名詞
秋山	秋山	2.27	49.22	1.21	名詞
garden	garden	2.27	49.22	1.18	名詞
慎重	慎重	2.27	49.22	1.26	名詞
