Word	Org	Score	Deviation	Std	PoS
テスト	テスト	1.73	60.23	0.85	名詞
おでこ	おでこ	1.73	60.23	1.12	名詞
ceo	CEO	1.73	60.23	0.89	名詞
晩御飯	晩御飯	1.73	60.23	1.03	名詞
北米	北米	1.73	60.23	0.81	名詞
喫茶店	喫茶店	1.73	60.23	1	名詞
ペン	ペン	1.73	60.23	0.89	名詞
リビング	リビング	1.73	60.23	0.96	名詞
ボタン	ボタン	1.73	60.23	1.12	名詞
照明	照明	1.73	60.23	1.12	名詞
ipod	iPod	1.73	60.23	1.06	名詞
大雪	大雪	1.73	60.23	1.06	名詞
産経	産経	1.73	60.23	1.03	名詞
レンジ	レンジ	1.73	60.23	1.09	名詞
ラブホ	ラブホ	1.73	60.23	1.21	名詞
バンド	バンド	1.73	60.23	1.09	名詞
とくダネ	とくダネ	1.73	60.23	0.93	名詞
ゲーム	ゲーム	1.73	60.23	1	名詞
バックアップ	バックアップ	1.73	60.23	0.93	名詞
ziploc	ziploc	1.73	60.23	1.12	名詞
さまぁず	さまぁず	1.73	60.23	1.03	名詞
県内	県内	1.73	60.23	1.03	名詞
デザイナー	デザイナー	1.73	60.23	0.85	名詞
一番くじ	一番くじ	1.73	60.23	0.96	名詞
入浴剤	入浴剤	1.73	60.23	0.85	名詞
審判	審判	1.73	60.23	0.93	名詞
窓	窓	1.73	60.23	0.77	名詞
廊下	廊下	1.73	60.23	0.73	名詞
御堂筋	御堂筋	1.73	60.23	1.06	名詞
mother	mother	1.73	60.23	1	名詞
最終話	最終話	1.73	60.23	0.85	名詞
売店	売店	1.73	60.23	0.93	名詞
天皇陛下	天皇陛下	1.73	60.23	1.31	名詞
内藤	内藤	1.73	60.23	0.96	名詞
トマト鍋	トマト鍋	1.73	60.23	1.12	名詞
10年	10年	1.73	60.23	0.89	名詞
ふくらはぎ	ふくらはぎ	1.73	60.23	0.85	名詞
局長	局長	1.73	60.23	1	名詞
屋内	屋内	1.73	60.23	1.15	名詞
執事	執事	1.73	60.23	0.96	名詞
オンエア	オンエア	1.73	60.23	0.96	名詞
タオル	タオル	1.73	60.23	1.09	名詞
粥	粥	1.73	60.23	0.85	名詞
鼻炎	鼻炎	1.73	60.23	1.06	名詞
webサイト	Webサイト	1.73	60.23	1.03	名詞
幼児	幼児	1.73	60.23	0.68	名詞
会話	会話	1.73	60.23	1.03	名詞
肉体	肉体	1.73	60.23	1.12	名詞
めん	めん	1.73	60.23	1.03	名詞
エコポイント	エコポイント	1.73	60.23	0.96	名詞
今夜	今夜	1.73	60.23	0.93	名詞
教授	教授	1.73	60.23	0.89	名詞
胃腸	胃腸	1.73	60.23	0.89	名詞
線路	線路	1.73	60.23	0.85	名詞
しょこたん	しょこたん	1.73	60.23	1.12	名詞
講義	講義	1.73	60.23	0.77	名詞
鼻水	鼻水	1.73	60.23	1.03	名詞
体	体	1.73	60.23	0.81	名詞
返品	返品	1.73	60.23	1	名詞
はてなブックマーク	はてなブックマーク	1.73	60.23	1.09	名詞
審査員	審査員	1.73	60.23	0.85	名詞
下半身	下半身	1.73	60.23	0.81	名詞
音声	音声	1.73	60.23	1.06	名詞
チキン	チキン	1.73	60.23	1.03	名詞
水彩	水彩	1.73	60.23	0.96	名詞
プロポーズ	プロポーズ	1.73	60.23	0.85	名詞
日経平均株価	日経平均株価	1.73	60.23	1.34	名詞
ab型	AB型	1.77	59.54	1.15	名詞
シアター	シアター	1.77	59.54	0.67	名詞
きのこ	きのこ	1.77	59.54	0.99	名詞
london	London	1.77	59.54	1.05	名詞
ニッポン	ニッポン	1.77	59.54	0.88	名詞
中華料理	中華料理	1.77	59.54	0.8	名詞
メダル	メダル	1.77	59.54	0.92	名詞
弦	弦	1.77	59.54	0.92	名詞
円	円	1.77	59.54	0.92	名詞
小田原	小田原	1.77	59.54	1.02	名詞
司会	司会	1.77	59.54	1.02	名詞
計算	計算	1.77	59.54	0.92	名詞
手	手	1.77	59.54	1.05	名詞
炭水化物	炭水化物	1.77	59.54	0.84	名詞
必読	必読	1.77	59.54	0.99	名詞
支払	支払	1.77	59.54	0.99	名詞
宮崎	宮崎	1.77	59.54	1.2	名詞
日経ビジネスオンライン	日経ビジネスオンライン	1.77	59.54	1.09	名詞
帰路	帰路	1.77	59.54	0.84	名詞
ステッカー	ステッカー	1.77	59.54	0.96	名詞
アルコール	アルコール	1.77	59.54	1.23	名詞
札幌	札幌	1.77	59.54	1.31	名詞
ロボット	ロボット	1.77	59.54	0.92	名詞
サンタクロース	サンタクロース	1.77	59.54	1.09	名詞
整形	整形	1.77	59.54	0.84	名詞
名字	名字	1.77	59.54	1.17	名詞
パンツ	パンツ	1.77	59.54	1.12	名詞
ネガ	ネガ	1.77	59.54	0.99	名詞
monday	monday	1.77	59.54	1.2	名詞
岡崎	岡崎	1.77	59.54	1.17	名詞
上から目線	上から目線	1.77	59.54	0.96	名詞
新成人	新成人	1.77	59.54	0.88	名詞
時給	時給	1.77	59.54	0.99	名詞
東海	東海	1.77	59.54	0.88	名詞
直線	直線	1.77	59.54	1.02	名詞
休日	休日	1.77	59.54	0.92	名詞
数式	数式	1.77	59.54	0.92	名詞
留守番	留守番	1.77	59.54	1.09	名詞
精子	精子	1.77	59.54	1.15	名詞
似顔絵	似顔絵	1.77	59.54	1.02	名詞
ディズニー	ディズニー	1.77	59.54	0.96	名詞
殺人	殺人	1.77	59.54	0.88	名詞
特許	特許	1.77	59.54	0.96	名詞
公募	公募	1.77	59.54	1.09	名詞
party	party	1.77	59.54	0.88	名詞
ポスター	ポスター	1.77	59.54	1.12	名詞
現在地	現在地	1.77	59.54	1.02	名詞
雑魚	雑魚	1.77	59.54	1.12	名詞
memo	memo	1.77	59.54	0.99	名詞
雪かき	雪かき	1.77	59.54	0.8	名詞
落語	落語	1.77	59.54	1.17	名詞
シンガポール	シンガポール	1.77	59.54	1.26	名詞
studio	studio	1.77	59.54	1.05	名詞
wifi	wifi	1.77	59.54	1.12	名詞
海外旅行	海外旅行	1.77	59.54	1.02	名詞
テーブル	テーブル	1.77	59.54	0.96	名詞
目黒	目黒	1.77	59.54	1.23	名詞
holiday	holiday	1.77	59.54	1.05	名詞
タイヤ	タイヤ	1.77	59.54	1.05	名詞
レビュー	レビュー	1.77	59.54	1.12	名詞
zip	zip	1.77	59.54	1.09	名詞
仮眠	仮眠	1.77	59.54	0.88	名詞
ハチミツ	ハチミツ	1.77	59.54	1.05	名詞
総裁	総裁	1.77	59.54	0.92	名詞
直球	直球	1.77	59.54	0.99	名詞
tube	TUBE	1.77	59.54	0.92	名詞
キムタク	キムタク	1.77	59.54	1.09	名詞
toto	toto	1.77	59.54	0.99	名詞
制服	制服	1.77	59.54	0.99	名詞
ハンコ	ハンコ	1.77	59.54	1.15	名詞
大雨	大雨	1.77	59.54	0.92	名詞
プロフィール	プロフィール	1.77	59.54	0.99	名詞
演説	演説	1.77	59.54	0.76	名詞
最終日	最終日	1.77	59.54	0.84	名詞
停車	停車	1.77	59.54	1.12	名詞
ロッテリア	ロッテリア	1.77	59.54	1.2	名詞
議会	議会	1.77	59.54	0.92	名詞
服	服	1.77	59.54	0.92	名詞
液晶	液晶	1.77	59.54	0.76	名詞
台湾	台湾	1.77	59.54	1.23	名詞
汗	汗	1.77	59.54	0.88	名詞
利子	利子	1.77	59.54	1.02	名詞
白	白	1.77	59.54	1.15	名詞
経営者	経営者	1.77	59.54	0.99	名詞
瓶	瓶	1.77	59.54	0.92	名詞
ホワイト	ホワイト	1.77	59.54	0.76	名詞
売却	売却	1.77	59.54	1.09	名詞
長門	長門	1.77	59.54	1.05	名詞
天気	天気	1.77	59.54	1.02	名詞
鼻毛	鼻毛	1.77	59.54	1.23	名詞
土鍋	土鍋	1.77	59.54	1.05	名詞
道端	道端	1.77	59.54	0.99	名詞
1年前	1年前	1.77	59.54	1.17	名詞
ワクチン	ワクチン	1.77	59.54	0.99	名詞
壊れる	壊れる	1.77	59.54	0.92	動詞
泊まる	泊まる	1.77	59.54	0.96	動詞
判決	判決	1.77	59.54	0.92	名詞
オールナイト	オールナイト	1.77	59.54	0.88	名詞
フィギュア	フィギュア	1.77	59.54	0.84	名詞
全員	全員	1.77	59.54	0.92	名詞
ハット	ハット	1.77	59.54	0.96	名詞
ニュース	ニュース	1.77	59.54	0.96	名詞
カエル	カエル	1.77	59.54	1.2	名詞
ジブリ	ジブリ	1.77	59.54	1.09	名詞
写真集	写真集	1.77	59.54	0.96	名詞
テキスト	テキスト	1.77	59.54	0.92	名詞
金銭	金銭	1.77	59.54	0.92	名詞
政権	政権	1.77	59.54	0.8	名詞
ゲイ	ゲイ	1.77	59.54	1.02	名詞
豆	豆	1.77	59.54	0.99	名詞
講演	講演	1.77	59.54	0.96	名詞
ゾンビ	ゾンビ	1.77	59.54	1.09	名詞
大家	大家	1.77	59.54	0.96	名詞
公園	公園	1.77	59.54	0.88	名詞
ゲオ	ゲオ	1.77	59.54	1.05	名詞
赤ちゃん	赤ちゃん	1.77	59.54	0.99	名詞
立川	立川	1.77	59.54	0.92	名詞
アンインストール	アンインストール	1.77	59.54	0.99	名詞
保温	保温	1.77	59.54	0.84	名詞
月額	月額	1.77	59.54	1.02	名詞
カボチャ	カボチャ	1.77	59.54	1.09	名詞
背	背	1.77	59.54	0.8	名詞
朝日新聞社	朝日新聞社	1.77	59.54	1.33	名詞
ニコニコ動画	ニコニコ動画	1.77	59.54	1.15	名詞
ロイター	ロイター	1.77	59.54	1.09	名詞
メロス	メロス	1.77	59.54	1.17	名詞
夜勤	夜勤	1.77	59.54	0.99	名詞
豆撒き	豆撒き	1.77	59.54	0.99	名詞
毎晩	毎晩	1.77	59.54	0.88	名詞
個人情報	個人情報	1.77	59.54	1.09	名詞
屋外	屋外	1.77	59.54	0.84	名詞
官僚	官僚	1.77	59.54	0.8	名詞
アプリ	アプリ	1.77	59.54	1.17	名詞
ツル	ツル	1.77	59.54	1.02	名詞
マネージャー	マネージャー	1.77	59.54	0.88	名詞
墓	墓	1.77	59.54	0.88	名詞
diary	diary	1.77	59.54	0.84	名詞
中央線	中央線	1.77	59.54	0.88	名詞
入口	入口	1.77	59.54	0.92	名詞
給食	給食	1.77	59.54	1.12	名詞
phone	phone	1.77	59.54	0.8	名詞
ゲレンデ	ゲレンデ	1.77	59.54	1.02	名詞
塔	塔	1.77	59.54	1.26	名詞
チェックイン	チェックイン	1.77	59.54	0.99	名詞
4	4	1.77	59.54	1.05	名詞
family	family	1.77	59.54	0.76	名詞
チケット	チケット	1.77	59.54	0.84	名詞
だるま	だるま	1.77	59.54	0.92	名詞
library	library	1.77	59.54	0.88	名詞
大学時代	大学時代	1.77	59.54	0.88	名詞
工場	工場	1.77	59.54	0.76	名詞
鷹の爪	鷹の爪	1.77	59.54	1.02	名詞
寺	寺	1.77	59.54	1.28	名詞
時報	時報	1.77	59.54	1.09	名詞
スマスマ	スマスマ	1.77	59.54	1.09	名詞
コンサート	コンサート	1.77	59.54	0.72	名詞
文字	文字	1.77	59.54	1.15	名詞
作者	作者	1.77	59.54	0.96	名詞
窓口	窓口	1.77	59.54	0.99	名詞
おかか	おかか	1.77	59.54	0.99	名詞
洗車	洗車	1.77	59.54	0.92	名詞
カルビ	カルビ	1.77	59.54	1.02	名詞
募金	募金	1.77	59.54	1.12	名詞
便秘	便秘	1.77	59.54	1.05	名詞
つくば	つくば	1.77	59.54	1.23	名詞
くすり	くすり	1.77	59.54	0.8	名詞
社長	社長	1.77	59.54	0.92	名詞
з	з	1.77	59.54	1.15	名詞
うみねこ	うみねこ	1.77	59.54	1.09	名詞
開封	開封	1.77	59.54	0.76	名詞
ストライク	ストライク	1.77	59.54	0.92	名詞
オリコン	オリコン	1.77	59.54	0.84	名詞
無料配布	無料配布	1.77	59.54	0.88	名詞
定食屋	定食屋	1.77	59.54	0.88	名詞
細胞	細胞	1.77	59.54	0.92	名詞
シロップ	シロップ	1.77	59.54	1.02	名詞
初心者	初心者	1.77	59.54	0.92	名詞
東京事変	東京事変	1.77	59.54	1.2	名詞
お肉	お肉	1.77	59.54	1.09	名詞
さんま	さんま	1.77	59.54	1.17	名詞
職員	職員	1.77	59.54	1.05	名詞
東方神起	東方神起	1.77	59.54	1.2	名詞
民主党	民主党	1.77	59.54	1.09	名詞
中古	中古	1.77	59.54	0.92	名詞
運転再開	運転再開	1.77	59.54	0.92	名詞
軽井沢	軽井沢	1.77	59.54	0.99	名詞
有明	有明	1.77	59.54	0.92	名詞
主演	主演	1.77	59.54	1.05	名詞
通学	通学	1.77	59.54	1.12	名詞
ナース	ナース	1.77	59.54	1.23	名詞
つぼみ	つぼみ	1.77	59.54	0.96	名詞
sms	SMS	1.77	59.54	0.99	名詞
ナス	ナス	1.77	59.54	1.02	名詞
部下	部下	1.77	59.54	0.76	名詞
明日	明日	1.77	59.54	1.09	名詞
正面	正面	1.77	59.54	0.96	名詞
手ぶら	手ぶら	1.77	59.54	0.92	名詞
往復	往復	1.77	59.54	1.09	名詞
dinner	dinner	1.77	59.54	0.8	名詞
点検	点検	1.77	59.54	0.88	名詞
茶	茶	1.77	59.54	1.12	名詞
色鉛筆	色鉛筆	1.77	59.54	1.05	名詞
しゃっくり	しゃっくり	1.77	59.54	1.15	名詞
日経平均	日経平均	1.77	59.54	1.09	名詞
ワックス	ワックス	1.77	59.54	0.99	名詞
講演会	講演会	1.77	59.54	1.12	名詞
紅茶	紅茶	1.77	59.54	1.17	名詞
苺	苺	1.77	59.54	1.17	名詞
柿の種	柿の種	1.77	59.54	1.17	名詞
生中継	生中継	1.77	59.54	0.8	名詞
有給	有給	1.77	59.54	0.96	名詞
キリスト教	キリスト教	1.77	59.54	1.2	名詞
来年度	来年度	1.77	59.54	1.09	名詞
びんた	びんた	1.77	59.54	0.88	名詞
親子	親子	1.77	59.54	0.88	名詞
封筒	封筒	1.77	59.54	1.02	名詞
点灯	点灯	1.77	59.54	0.88	名詞
吸血鬼	吸血鬼	1.77	59.54	0.99	名詞
ビスケット	ビスケット	1.77	59.54	0.96	名詞
宝塚	宝塚	1.77	59.54	0.92	名詞
手洗	手洗	1.77	59.54	1.09	名詞
東海道	東海道	1.77	59.54	0.99	名詞
開発者	開発者	1.77	59.54	0.92	名詞
ルフィ	ルフィ	1.77	59.54	1.15	名詞
video	video	1.77	59.54	0.96	名詞
抽選	抽選	1.77	59.54	0.96	名詞
タンブラー	タンブラー	1.77	59.54	0.92	名詞
アメトーーク	アメトーーク	1.77	59.54	1.15	名詞
ノミネート	ノミネート	1.77	59.54	0.96	名詞
日本橋	日本橋	1.77	59.54	1.31	名詞
長官	長官	1.77	59.54	0.88	名詞
胡椒	胡椒	1.77	59.54	1.05	名詞
google	Google	1.77	59.54	1.05	名詞
次回予告	次回予告	1.77	59.54	1.28	名詞
柴犬	柴犬	1.77	59.54	1.15	名詞
伊丹	伊丹	1.77	59.54	1.09	名詞
開幕	開幕	1.77	59.54	0.92	名詞
internet	internet	1.77	59.54	0.88	名詞
グローブ	グローブ	1.77	59.54	1.17	名詞
枝	枝	1.77	59.54	0.99	名詞
短パン	短パン	1.77	59.54	1.02	名詞
office	office	1.77	59.54	0.99	名詞
転倒	転倒	1.77	59.54	0.92	名詞
仕様書	仕様書	1.77	59.54	1.05	名詞
車検	車検	1.77	59.54	1.15	名詞
ラップ	ラップ	1.77	59.54	0.96	名詞
デビュー	デビュー	1.77	59.54	0.92	名詞
放送局	放送局	1.77	59.54	0.76	名詞
クイーン	クイーン	1.77	59.54	0.76	名詞
就寝	就寝	1.77	59.54	0.88	名詞
土日	土日	1.77	59.54	0.99	名詞
通院	通院	1.77	59.54	0.99	名詞
キャプテン	キャプテン	1.77	59.54	1.12	名詞
初売り	初売り	1.77	59.54	0.92	名詞
酒屋	酒屋	1.77	59.54	0.96	名詞
仏教	仏教	1.77	59.54	1.09	名詞
バトン	バトン	1.77	59.54	0.99	名詞
上限	上限	1.77	59.54	0.88	名詞
震災	震災	1.77	59.54	0.92	名詞
クリーム	クリーム	1.77	59.54	0.96	名詞
運転見合わせ	運転見合わせ	1.77	59.54	0.99	名詞
パーマ	パーマ	1.77	59.54	1.05	名詞
ゆりかもめ	ゆりかもめ	1.77	59.54	1.15	名詞
スピーカー	スピーカー	1.77	59.54	1.09	名詞
お絵かき	お絵かき	1.77	59.54	0.99	名詞
結晶	結晶	1.77	59.54	0.99	名詞
雪	雪	1.77	59.54	1.15	名詞
カキ	カキ	1.77	59.54	1.15	名詞
ヤマハ	ヤマハ	1.77	59.54	1.02	名詞
図鑑	図鑑	1.77	59.54	0.8	名詞
自由が丘	自由が丘	1.8	58.85	1.3	名詞
シルク	シルク	1.8	58.85	1.01	名詞
トーク	トーク	1.8	58.85	1.05	名詞
保護者	保護者	1.8	58.85	0.95	名詞
サブウェイ	サブウェイ	1.8	58.85	1.01	名詞
マザー	マザー	1.8	58.85	1.11	名詞
火力	火力	1.8	58.85	0.83	名詞
kids	kids	1.8	58.85	0.91	名詞
通貨	通貨	1.8	58.85	1.11	名詞
全集	全集	1.8	58.85	1.08	名詞
郵便	郵便	1.8	58.85	0.79	名詞
演奏会	演奏会	1.8	58.85	0.98	名詞
信州	信州	1.8	58.85	0.91	名詞
過去問	過去問	1.8	58.85	1.01	名詞
内閣	内閣	1.8	58.85	0.95	名詞
代金	代金	1.8	58.85	0.83	名詞
点数	点数	1.8	58.85	1.01	名詞
stone	stone	1.8	58.85	0.98	名詞
お母様	お母様	1.8	58.85	1.08	名詞
お子さん	お子さん	1.8	58.85	0.98	名詞
冬	冬	1.8	58.85	0.95	名詞
record	Record	1.8	58.85	0.91	名詞
かーちゃん	かーちゃん	1.8	58.85	1.14	名詞
見出し	見出し	1.8	58.85	0.87	名詞
簿記	簿記	1.8	58.85	1.05	名詞
船橋	船橋	1.8	58.85	0.87	名詞
チャック	チャック	1.8	58.85	0.95	名詞
仮面	仮面	1.8	58.85	0.98	名詞
いちばん	いちばん	1.8	58.85	1.28	名詞
家出	家出	1.8	58.85	0.91	名詞
ドリンク	ドリンク	1.8	58.85	1.08	名詞
ゴマ	ゴマ	1.8	58.85	1.11	名詞
釣り	釣り	1.8	58.85	0.79	名詞
リコール	リコール	1.8	58.85	0.98	名詞
死去	死去	1.8	58.85	1.01	名詞
サックス	サックス	1.8	58.85	1.08	名詞
嫁さん	嫁さん	1.8	58.85	0.95	名詞
顔面	顔面	1.8	58.85	1.01	名詞
ベル	ベル	1.8	58.85	0.91	名詞
christmas	christmas	1.8	58.85	1.22	名詞
飴	飴	1.8	58.85	0.91	名詞
占い	占い	1.8	58.85	0.83	名詞
コラーゲン	コラーゲン	1.8	58.85	0.95	名詞
1時間	1時間	1.8	58.85	1.22	名詞
昨夜	昨夜	1.8	58.85	1.11	名詞
ストップ	ストップ	1.8	58.85	0.95	名詞
全日本	全日本	1.8	58.85	0.79	名詞
カギ	カギ	1.8	58.85	1.11	名詞
湯気	湯気	1.8	58.85	0.95	名詞
貝	貝	1.8	58.85	0.98	名詞
ギフト	ギフト	1.8	58.85	0.83	名詞
添削	添削	1.8	58.85	1.01	名詞
プッシュ	プッシュ	1.8	58.85	0.87	名詞
サマソニ	サマソニ	1.8	58.85	1.05	名詞
肝臓	肝臓	1.8	58.85	1.28	名詞
車中	車中	1.8	58.85	0.87	名詞
ユッケ	ユッケ	1.8	58.85	0.87	名詞
テープ	テープ	1.8	58.85	1.01	名詞
武器	武器	1.8	58.85	0.98	名詞
当番	当番	1.8	58.85	0.87	名詞
執筆	執筆	1.8	58.85	1.01	名詞
一人旅	一人旅	1.8	58.85	1.14	名詞
サンダル	サンダル	1.8	58.85	1.01	名詞
元日	元日	1.8	58.85	1.19	名詞
モデル	モデル	1.8	58.85	0.95	名詞
泡	泡	1.8	58.85	1.01	名詞
チャット	チャット	1.8	58.85	0.95	名詞
愛犬	愛犬	1.8	58.85	1.05	名詞
研究者	研究者	1.8	58.85	1.11	名詞
オーナー	オーナー	1.8	58.85	0.83	名詞
公式サイト	公式サイト	1.8	58.85	0.7	名詞
読み取る	読み取る	1.8	58.85	1.01	動詞
教室	教室	1.8	58.85	0.87	名詞
セルフ	セルフ	1.8	58.85	0.79	名詞
メアド	メアド	1.8	58.85	0.98	名詞
インテル	インテル	1.8	58.85	1.14	名詞
すす	すす	1.8	58.85	1.19	名詞
日付	日付	1.8	58.85	1.22	名詞
受験生	受験生	1.8	58.85	1.14	名詞
墨画	墨画	1.8	58.85	1.01	名詞
ライム	ライム	1.8	58.85	0.83	名詞
耳鳴り	耳鳴り	1.8	58.85	0.91	名詞
レディース	レディース	1.8	58.85	1.08	名詞
将軍	将軍	1.8	58.85	0.98	名詞
当日	当日	1.8	58.85	0.91	名詞
三田	三田	1.8	58.85	1.28	名詞
国籍	国籍	1.8	58.85	0.91	名詞
中学	中学	1.8	58.85	1.08	名詞
フルカラー	フルカラー	1.8	58.85	1.01	名詞
サイクロン	サイクロン	1.8	58.85	0.91	名詞
保育	保育	1.8	58.85	1.08	名詞
やさい	やさい	1.8	58.85	1.01	形容詞
撮る	撮る	1.8	58.85	0.95	動詞
吹く	吹く	1.8	58.85	1.11	動詞
笑う	笑う	1.8	58.85	0.87	動詞
叩く	叩く	1.8	58.85	0.83	動詞
雪合戦	雪合戦	1.8	58.85	1.11	名詞
しょっぱい	しょっぱい	1.8	58.85	1.05	形容詞
お寺	お寺	1.8	58.85	1.01	名詞
俳優	俳優	1.8	58.85	1.05	名詞
右	右	1.8	58.85	1.17	名詞
ポエム	ポエム	1.8	58.85	1.11	名詞
ラウンジ	ラウンジ	1.8	58.85	0.83	名詞
三月	三月	1.8	58.85	1.05	名詞
本人	本人	1.8	58.85	0.98	名詞
ウィンドウ	ウィンドウ	1.8	58.85	0.83	名詞
メイドさん	メイドさん	1.8	58.85	0.91	名詞
カメラマン	カメラマン	1.8	58.85	0.91	名詞
国家	国家	1.8	58.85	1.11	名詞
曹操	曹操	1.8	58.85	1.05	名詞
架線	架線	1.8	58.85	0.98	名詞
柏	柏	1.8	58.85	0.91	名詞
フリック入力	フリック入力	1.8	58.85	1.01	名詞
シャンプー	シャンプー	1.8	58.85	1.14	名詞
漫画家	漫画家	1.8	58.85	1.08	名詞
お客	お客	1.8	58.85	0.87	名詞
部署	部署	1.8	58.85	1.08	名詞
同窓会	同窓会	1.8	58.85	1.11	名詞
tbsラジオ	tbsラジオ	1.8	58.85	1.3	名詞
朝	朝	1.8	58.85	1.08	名詞
八	八	1.8	58.85	1.25	名詞
講師	講師	1.8	58.85	1.05	名詞
ヤギ	ヤギ	1.8	58.85	1.28	名詞
便座	便座	1.8	58.85	1.11	名詞
ステーキ	ステーキ	1.8	58.85	0.91	名詞
週	週	1.8	58.85	1.08	名詞
定規	定規	1.8	58.85	1.22	名詞
かんぱい	かんぱい	1.8	58.85	1.28	名詞
shop	shop	1.8	58.85	0.98	名詞
sl	SL	1.8	58.85	1.22	名詞
七	七	1.8	58.85	1.19	名詞
コーラス	コーラス	1.8	58.85	0.75	名詞
塗布	塗布	1.8	58.85	0.75	名詞
流星群	流星群	1.8	58.85	1.05	名詞
袖	袖	1.8	58.85	1.05	名詞
pta	PTA	1.8	58.85	1.05	名詞
議事録	議事録	1.8	58.85	0.87	名詞
ノーパソ	ノーパソ	1.8	58.85	0.95	名詞
洗い物	洗い物	1.8	58.85	0.83	名詞
プレステ	プレステ	1.8	58.85	0.91	名詞
株式会社	株式会社	1.8	58.85	1.08	名詞
ゲリラ	ゲリラ	1.8	58.85	0.83	名詞
解雇	解雇	1.8	58.85	1.08	名詞
大賞	大賞	1.8	58.85	0.91	名詞
製品	製品	1.8	58.85	0.95	名詞
ネジ	ネジ	1.8	58.85	0.98	名詞
サンドイッチ	サンドイッチ	1.8	58.85	1.08	名詞
戸	戸	1.8	58.85	1.05	名詞
文字数	文字数	1.8	58.85	0.98	名詞
紐	紐	1.8	58.85	1.01	名詞
さかな	さかな	1.8	58.85	1.01	名詞
孵化	孵化	1.8	58.85	1.11	名詞
春風	春風	1.8	58.85	0.7	名詞
パッド	パッド	1.8	58.85	1.01	名詞
エステ	エステ	1.8	58.85	1.22	名詞
ikea	ikea	1.8	58.85	1.11	名詞
義母	義母	1.8	58.85	1.05	名詞
国語	国語	1.8	58.85	0.95	名詞
毛糸	毛糸	1.8	58.85	1.08	名詞
役員	役員	1.8	58.85	1.08	名詞
ケガ	ケガ	1.8	58.85	0.95	名詞
迷惑メール	迷惑メール	1.8	58.85	0.98	名詞
睡眠	睡眠	1.8	58.85	0.98	名詞
オモチャ	オモチャ	1.8	58.85	1.08	名詞
猫耳	猫耳	1.8	58.85	1.17	名詞
プレスリリース	プレスリリース	1.8	58.85	0.91	名詞
裸足	裸足	1.8	58.85	1.11	名詞
飲み会	飲み会	1.8	58.85	0.83	名詞
昭和	昭和	1.8	58.85	1.01	名詞
校舎	校舎	1.8	58.85	1.11	名詞
急行	急行	1.8	58.85	0.87	名詞
ピンク	ピンク	1.8	58.85	1.22	名詞
同級生	同級生	1.8	58.85	1.01	名詞
蝦夷	蝦夷	1.8	58.85	1.3	名詞
ケーキ	ケーキ	1.8	58.85	0.98	名詞
歯	歯	1.8	58.85	1.14	名詞
バーゲン	バーゲン	1.8	58.85	0.98	名詞
二次会	二次会	1.8	58.85	1.11	名詞
容器	容器	1.8	58.85	1.11	名詞
ビス	ビス	1.8	58.85	0.95	名詞
就活	就活	1.8	58.85	1.05	名詞
人気投票	人気投票	1.8	58.85	1.05	名詞
asia	Asia	1.8	58.85	1.01	名詞
福袋	福袋	1.8	58.85	1.19	名詞
便所	便所	1.8	58.85	0.91	名詞
mac	Mac	1.8	58.85	1.14	名詞
缶詰	缶詰	1.8	58.85	1.01	名詞
探偵	探偵	1.8	58.85	1.08	名詞
亀	亀	1.8	58.85	1.08	名詞
プルシェンコ	プルシェンコ	1.8	58.85	1.4	名詞
ゴハン	ゴハン	1.8	58.85	1.11	名詞
兄さん	兄さん	1.8	58.85	0.79	名詞
ごはん	ごはん	1.8	58.85	1.08	名詞
ノーパン	ノーパン	1.8	58.85	0.79	名詞
手話	手話	1.8	58.85	1.01	名詞
ファイル	ファイル	1.8	58.85	0.98	名詞
電通	電通	1.8	58.85	1.17	名詞
鴨	鴨	1.8	58.85	1.01	名詞
父様	父様	1.8	58.85	1.14	名詞
変更	変更	1.8	58.85	1.14	名詞
ナッツ	ナッツ	1.8	58.85	0.95	名詞
bamboo	bamboo	1.8	58.85	1.01	名詞
pocket	pocket	1.8	58.85	1.08	名詞
市場	市場	1.8	58.85	1.05	名詞
ソニー	ソニー	1.8	58.85	1.11	名詞
お天気	お天気	1.8	58.85	1.05	名詞
自民	自民	1.8	58.85	1.01	名詞
テレビ局	テレビ局	1.8	58.85	1.05	名詞
無人	無人	1.8	58.85	1.14	名詞
出社	出社	1.8	58.85	1.05	名詞
新型インフルエンザ	新型インフルエンザ	1.8	58.85	0.79	名詞
すき家	すき家	1.8	58.85	1.22	名詞
肉	肉	1.8	58.85	0.83	名詞
サーフィン	サーフィン	1.8	58.85	1.11	名詞
真っ赤	真っ赤	1.8	58.85	1.11	名詞
家賃	家賃	1.8	58.85	0.95	名詞
文章	文章	1.8	58.85	0.75	名詞
スタッフ	スタッフ	1.8	58.85	0.98	名詞
ショップ	ショップ	1.8	58.85	0.79	名詞
都市	都市	1.8	58.85	1.05	名詞
定員	定員	1.8	58.85	0.95	名詞
戦隊	戦隊	1.8	58.85	0.95	名詞
ゆず	ゆず	1.8	58.85	0.91	名詞
ダイヤ	ダイヤ	1.8	58.85	1.14	名詞
請求	請求	1.8	58.85	0.98	名詞
合宿	合宿	1.8	58.85	0.95	名詞
書類	書類	1.8	58.85	0.95	名詞
メイド喫茶	メイド喫茶	1.8	58.85	1.25	名詞
黒	黒	1.8	58.85	1.14	名詞
